objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Mansions of Madness: Second Edition","205059","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","83668398","7.67914","7.91686","2.696","75","65563","thing","Mansions of Madness: Second Edition","1","5","180","180","120","2016","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Massive Darkness 2: Hellscape","315610","0","2","0","0","0","0","0","0","1","0","0","3","","","","","","100067522","6.99754","7.99483","2.7623","503","10719","thing","Massive Darkness 2: Hellscape","1","6","60","60","60","2022","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Mazescape: Ariadne","331652","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","83458267","5.66996","6.54032","1.1667","6947","2183","thing","Mazescape: Ariadne","1","1","90","90","5","2021","1","1","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mechs vs. Minions","209010","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","101420014","7.6255","7.95089","2.4586","89","25131","thing","Mechs vs. Minions","2","4","120","120","60","2016","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Men-Nefer","404431","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","130050715","6.93084","8.17032","3.6881","583","5410","thing","Men-Nefer","1","4","120","120","60","2024","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Menara","244608","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84312112","6.72879","7.41394","1.55","854","7302","thing","Menara","1","4","60","60","10","2018","1,2,3,4","2,3","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Mercurial","317940","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","112251985","5.76224","6.98664","3.2093","5242","1839","thing","Mercurial","1","4","90","90","45","2023","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Mesos","414685","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","119326814","6.04337","6.96438","2.06","2923","1968","thing","Mesos","2","5","50","50","20","2024","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Mice and Mystics","124708","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","83189381","6.95176","7.20333","2.7352","556","42241","thing","Mice and Mystics","1","4","90","90","60","2012","1,2,3,4","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Middara: Unintentional Malum – Act 1","169427","0","7","0","0","0","0","0","0","1","0","0","3","","","","","","84179529","6.9263","8.50253","4.139","590","6861","thing","Middara: Unintentional Malum – Act 1","1","4","60","60","60","2019","1,2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"The Mind","244992","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","83356970","6.59386","6.71747","1.074","1108","69070","thing","The Mind","2","4","20","20","20","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mind MGMT: Secret Missions","357010","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","101362545","5.59468","7.94674","0","0","1590","thing","Mind MGMT: Secret Missions","1","5","0","0","0","2021","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Mind MGMT: The Psychic Espionage “Game.”","284653","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","99874232","7.17691","7.78645","2.9156","323","16271","thing","Mind MGMT: The Psychic Espionage “Game.”","1","5","60","60","60","2021","1,2,3,4,5","2,3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Ministry of Lost Things: Case 1 – Lint Condition","425765","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143127568","5.67987","7.95493","2.3333","6723","847","thing","Ministry of Lost Things: Case 1 – Lint Condition","1","4","180","180","120","2025","1,2","1,2","10+","Unplayable in another language","","","","","","standalone","","PostCurious","English","2025","English edition"
"Moon Colony Bloodbath","425549","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","132327726","6.84736","7.65057","2.093","693","6651","thing","Moon Colony Bloodbath","1","5","90","90","45","2025","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Mother of Frankenstein: Volume One","310267","0","4","0","0","0","0","0","0","1","0","0","3","","","","","","118452822","5.61876","7.16676","2.75","8488","709","thing","Mother of Frankenstein: Volume One","1","6","900","900","480","2023","1,2,3,4,5,6","2,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Mountains of Madness","214293","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","98967899","6.07038","6.5055","2.082","2793","7114","thing","Mountains of Madness","3","5","90","90","60","2017","3,4,5","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"My City","295486","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","102617118","7.24617","7.57828","1.9815","267","25164","thing","My City","2","4","30","30","30","2020","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"My Father's Work","328866","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","130050696","6.84908","7.82954","3.144","689","7585","thing","My Father's Work","2","4","180","180","180","2022","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Mysterium","181304","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","85188366","7.04921","7.19123","1.8896","444","83638","thing","Mysterium","2","7","42","42","42","2015","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mythwind","317582","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","117149574","6.22107","7.52114","2.7705","2146","5503","thing","Mythwind","1","4","60","60","30","2023","1,2,3,4","1,2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Nemesis: Lockdown","310100","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","85075536","7.51858","8.25011","3.9119","129","19788","thing","Nemesis: Lockdown","1","5","180","180","90","2022","1,2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"The Night Cage","306709","0","2","0","0","0","0","0","0","1","0","0","3","","","","","","83357033","6.3577","7.09513","2.1486","1681","8636","thing","The Night Cage","1","5","60","60","40","2021","1,2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Not Enough Mana","343990","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","84508291","5.67746","7.53907","1.5","6778","1400","thing","Not Enough Mana","3","6","120","120","60","2022","3,4,5,6","4,5,6","21 and up","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Now or Never","314745","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","90990827","6.285","7.64529","3.6119","1905","4883","thing","Now or Never","1","4","180","180","45","2022","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Oath","291572","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","83304082","7.17056","7.71759","4.1234","327","20714","thing","Oath","1","6","150","150","45","2021","3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Oathsworn: Into the Deepwood","251661","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","96261454","7.72667","8.77054","3.6947","63","12844","thing","Oathsworn: Into the Deepwood","1","4","90","90","30","2022","1,2,3,4","2,4","14+","Unplayable in another language","","","","","","standalone","","","","",""
"The Old Ones of El Dorado","449260","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","144152911","0","8.2","3","0","5","thing","The Old Ones of El Dorado","1","4","120","120","60","2026","2,3,4","4","12+","","","","","","","standalone","","","","",""
"Oltréé","293835","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","91028963","6.44055","7.46285","2.2424","1466","5574","thing","Oltréé","2","4","60","60","60","2021","1,2,3,4","2,4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"On Mars","184267","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","84179780","7.7399","8.15869","4.6267","58","22938","thing","On Mars","1","4","150","150","90","2020","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Once Upon a Line","375365","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","102116884","5.56645","7.7125","2.9167","11548","229","thing","Once Upon a Line","1","5","180","180","120","2024","1,2","1","10–12","Unplayable in another language","","","","","","standalone","","","","",""
"Origin Story","454909","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","137888263","6.22936","7.27188","2.1","2097","4232","thing","Origin Story","1","5","45","45","45","2025","1,2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Oros","313807","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","84644548","6.14545","7.19767","3.3256","2432","4470","thing","Oros","1","4","120","120","60","2023","3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Outlive","191051","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","103174113","6.64042","7.2626","3.0353","1022","8322","thing","Outlive","2","4","110","110","40","2017","2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Panda Spin","417323","0","1","0","1","0","0","0","0","0","0","0","3","","PAID","","","","123510406","6.14566","7.11456","2.0465","2431","3009","thing","Panda Spin","2","5","40","40","25","2024","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Panda Spin: Mandate of Heaven","440478","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137888208","0","7.85714","2","0","514","thing","Panda Spin: Mandate of Heaven","2","5","40","40","25","2025","3,4,5","5","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Pandora's Legacy","443186","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","142978346","5.67782","8.94566","2.8571","6738","708","thing","Pandora's Legacy","1","99","900","900","720","2025","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Paper Dungeons: A Dungeon Scrawler Game","291962","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","83800224","6.42154","7.10699","2.12","1514","8071","thing","Paper Dungeons: A Dungeon Scrawler Game","1","8","30","30","30","2020","1,2,3,4,5,6","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"PDX","439094","0","0","0","0","0","0","0","0","0","1","0","3","","","","","","143848979","0","6.58696","0","0","43","thing","PDX","1","4","90","90","20","2026","","","","","","","","","","standalone","","","","",""
"Pergola","424573","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","132921532","6.27097","7.31788","2.0167","1958","3961","thing","Pergola","1","4","60","60","45","2025","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pili: The New Challengers","396738","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111658208","5.5284","7.67949","3","16915","95","thing","Pili: The New Challengers","2","4","120","120","30","2024","3,4","3,4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Piña Coladice","415054","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","143127585","6.01438","6.79029","1.0455","3073","3200","thing","Piña Coladice","2","4","20","20","10","2025","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","IELLO","English","2025","English edition"
"Pit Crew","218161","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","93577311","5.7064","6.3964","1.2","6126","1197","thing","Pit Crew","2","9","30","30","15","2017","2,3,4,6,9","6","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Point City","368017","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","111049467","6.57651","7.13547","1.6822","1147","10811","thing","Point City","1","4","30","30","15","2023","1,2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Polaris","410774","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","124430209","5.57474","7.05183","2.6667","10891","324","thing","Polaris","2","4","50","50","30","2025","2","2","8+","","","","","","","standalone","","","","",""
"Posthuman Saga","244820","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","110780844","5.69196","6.9627","3.4","6445","2057","thing","Posthuman Saga","1","4","120","120","30","2019","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Primal: The Awakening","303731","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","100051323","6.70534","8.56728","3.8443","897","3944","thing","Primal: The Awakening","1","4","90","90","60","2024","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Project L","260180","0","9","0","1","0","0","0","0","0","0","0","3","","","","","","84267571","7.10967","7.44998","1.5632","375","23132","thing","Project L","1","4","40","40","20","2020","1,2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Project L: Finesse","287508","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84338616","5.96649","7.66162","2","0","5288","thing","Project L: Finesse","1","4","40","40","20","2021","1,2,3,4","2,3","10+","No necessary in-game text","","","","","","expansion","","","","",""
"Project: ELITE","256999","0","2","0","0","0","0","0","1","0","0","0","3","","","","","","103200893","6.84848","7.93302","2.4559","690","5490","thing","Project: ELITE","1","6","60","60","60","2020","2,3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Quicksand","396655","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","111049247","5.72886","6.68503","1.0667","5736","1238","thing","Quicksand","1","7","15","15","15","2023","2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Quicksand: Danger Mode","400946","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111170432","0","6.63636","0","0","171","thing","Quicksand: Danger Mode","1","7","15","15","15","2023","","","","","","","","","","expansion","","","","",""
"Raas: A Dance of Love","358912","0","0","0","0","0","0","0","0","0","1","0","3","","","","","","138277713","5.62738","7.84172","2.2857","8161","54","thing","Raas: A Dance of Love","1","6","90","90","30","2026","2,3","2,4","","","","","","","","standalone","","","","",""
"Radlands","329082","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","93996443","7.35576","7.74375","2.264","208","27965","thing","Radlands","2","2","40","40","20","2021","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Railroad Ink Challenge: Shining Yellow Edition","306882","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","108168013","6.4042","7.448","2.0323","1566","7147","thing","Railroad Ink Challenge: Shining Yellow Edition","1","4","30","30","15","2021","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Railroad Tiles","418062","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","135711794","6.20262","7.56738","1.7297","2213","3042","thing","Railroad Tiles","1","4","30","30","30","2025","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Railway Boom","448159","10","2","0","1","0","0","0","0","0","0","0","3","","","","","","137888299","6.07071","7.82915","3.1538","2789","1104","thing","Railway Boom","2","4","120","120","60","2025","2,3,4","4","","No necessary in-game text","","","","","","standalone","","","","",""
"Rebel Princess","381249","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","111252195","6.58016","7.403","1.8519","1135","6558","thing","Rebel Princess","3","6","40","40","30","2023","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Regicide Legacy","412963","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","131629163","5.89868","8.50766","2.5714","3857","1194","thing","Regicide Legacy","1","4","60","60","20","2025","1,2,3,4","2","10+","","","","","","","standalone","","","","",""
"Resist!","352697","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","98002812","6.56304","7.37319","2.2773","1175","7789","thing","Resist!","1","1","40","40","20","2022","1","1","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Restart","377045","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","120155557","5.52419","7.62667","3.25","17981","5","thing","Restart","1","4","120","120","60","2026","","","","","","","","","","standalone","","","","",""
"Roam","267319","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","83481672","6.65187","7.26656","1.8431","1000","8751","thing","Roam","2","4","45","45","30","2019","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Roaring 20s","427278","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","131409054","5.64405","6.5102","1.2857","7634","800","thing","Roaring 20s","3","5","30","30","20","2024","3,4","4","","No necessary in-game text","","","","","","standalone","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island","121921","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","84366409","7.54638","7.72309","3.8268","119","75882","thing","Robinson Crusoe: Adventures on the Cursed Island","1","4","120","120","60","2012","1,2,3,4","1,2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Rock Hard: 1977","402679","0","0","0","0","0","0","0","0","1","0","0","3","","Paid","","","","123038333","6.57213","7.50795","2.4884","1152","6004","thing","Rock Hard: 1977","2","5","90","90","45","2024","2,3,4,5","4,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"RONE: Invasion","368944","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","132654710","5.59884","7.6105","3","9404","434","thing","RONE: Invasion","1","2","90","90","45","2024","1,2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Room 25","127024","10","5","0","0","0","0","0","0","1","0","0","3","","","","","","83481315","6.35416","6.68081","1.9301","1690","9351","thing","Room 25","1","6","30","30","30","2013","3,4,5,6","4,5,6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Room 25: 5th Edition","457726","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","138590835","0","0","0","0","1","thing","Room 25: 5th Edition","1","6","60","60","30","0","","","","","","","","","","standalone","","","","",""
"Room 25: Season 2","156407","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","83668451","6.09984","7.51404","2.3333","0","2947","thing","Room 25: Season 2","1","8","30","30","30","2014","4,5,6,7,8","4,6,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Room 25: Ultimate","212956","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","103730990","6.00732","7.29042","2.1481","0","2500","thing","Room 25: Ultimate","1","8","60","60","30","2016","4,5,6,7,8","6","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Rush M.D.","284217","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","83600480","6.24234","7.4093","2.3667","2052","4420","thing","Rush M.D.","1","4","45","45","30","2020","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"S.T.A.L.K.E.R. The Board Game","381246","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","134241126","6.21737","8.63299","3.831","2161","3473","thing","S.T.A.L.K.E.R. The Board Game","1","4","180","180","120","2025","1,2,3","1,2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Sail","377470","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","111158482","6.65815","7.26555","2.2234","986","11894","thing","Sail","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Sail Legacy","438975","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","129622431","0","5.69048","0","0","65","thing","Sail Legacy","2","2","45","45","45","2026","","2","","","","","","","","standalone","","","","",""
"Sail: Seafarers Expansion","393101","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111158487","5.66745","7.61493","2","0","2300","thing","Sail: Seafarers Expansion","2","2","0","0","0","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Scarface 1920","324090","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","83668526","6.62205","7.92144","3.8239","1053","4612","thing","Scarface 1920","1","4","150","150","90","2023","1,2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Scott Pilgrim Miniatures The World","292189","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","84312617","5.53276","7.10852","3","15918","468","thing","Scott Pilgrim Miniatures The World","2","4","60","60","45","2021","2","2","10","","","","","","","standalone","","","","",""
"SCOUT","291453","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","121353619","7.58376","7.79283","1.3899","105","54009","thing","SCOUT","2","5","20","20","20","2019","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Sea Dragons","374895","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","112155189","6.09553","7.32903","1.9762","2662","2517","thing","Sea Dragons","2","5","45","45","30","2023","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"The Search for Planet X","279537","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","131501014","7.55194","7.89949","2.438","114","26742","thing","The Search for Planet X","1","4","75","75","60","2020","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Septima","360692","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","113757590","6.55429","7.34876","3.6636","1186","8758","thing","Septima","1","4","100","100","50","2023","1,2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Septima: Shapeshifting & Omens","400820","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116513798","5.8085","7.8052","3.9231","0","3074","thing","Septima: Shapeshifting & Omens","1","4","120","120","50","2023","1,2,3,4","3","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Skara Brae","408636","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","113769633","6.29791","7.56878","2.7164","1857","3154","thing","Skara Brae","1","4","60","60","45","2025","1,2,3,4","1","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Skate Summer","353815","10","3","0","1","0","0","0","0","0","0","0","3","","","","","","112155195","6.0648","7.26507","2.1154","2821","2015","thing","Skate Summer","2","5","60","60","45","2022","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Sky Team","373106","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","111252158","7.88494","8.12244","2.0379","33","63677","thing","Sky Team","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Slay the Spire: The Board Game","338960","0","6","0","0","0","0","0","0","0","1","0","3","","","","","","144337071","8.0165","8.6548","2.9026","17","20454","thing","Slay the Spire: The Board Game","1","4","150","150","30","2024","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Slay the Spire: The Board Game – Downfall","454971","0","0","0","0","0","0","0","0","0","1","0","3","","","","","","144337076","0","8.27273","0","0","75","thing","Slay the Spire: The Board Game – Downfall","1","4","0","0","0","2026","","","","","","","","","","expansion","","","","",""
"Sleeping Gods","255984","0","4","0","1","0","0","0","0","0","0","0","3","","","","","","83668475","7.68838","8.09443","3.2631","71","35438","thing","Sleeping Gods","1","4","1200","1200","60","2021","1,2,3","1,2","12+","Unplayable in another language","","","","","","standalone","","","","",""
"Snow Colony","447267","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","142026971","5.59832","7.26014","2","9446","240","thing","Snow Colony","2","5","60","60","30","2025","2,3,4","2","","No necessary in-game text","","","","","","standalone","","","","",""
"So Clover!","329839","0","7","0","1","0","0","0","0","0","0","0","3","","","","","","85551185","7.24054","7.59325","1.1173","272","20394","thing","So Clover!","3","6","30","30","30","2021","2,3,4,5,6","3,4","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Sonora","296626","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","83481595","6.06203","6.80317","2.0606","2835","3548","thing","Sonora","1","4","45","45","30","2020","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Soul Raiders","274525","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","83848385","5.61972","7.37111","2.8","8450","781","thing","Soul Raiders","1","4","240","240","120","2025","1,2,3,4","1","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Space Invaders","342021","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","84179763","5.68816","6.71424","1.8333","6518","1740","thing","Space Invaders","1","4","45","45","30","2021","1,2,3,4","2","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Specter Ops","155624","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","84394772","6.69747","7.14916","2.3889","917","9896","thing","Specter Ops","2","5","120","120","60","2015","2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Spire's End: Hildegard","338069","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","101362464","5.97173","7.48387","1.7308","3340","2663","thing","Spire's End: Hildegard","1","2","180","180","30","2022","1,2","1","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Spirit Island","162886","0","10","0","1","0","0","0","0","0","0","0","1","","","","","","84329406","8.1425","8.3413","4.0758","11","97015","thing","Spirit Island","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Spirit Island: Feather & Flame","356510","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124563271","6.89081","8.99071","4.5455","0","9152","thing","Spirit Island: Feather & Flame","1","4","120","120","90","2022","1,2,3,4","2","14+","Unplayable in another language","","","","","","expansion","","","","",""
"Spirit Island: Jagged Earth","262722","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","87262286","8.19225","9.33016","4.5246","0","24216","thing","Spirit Island: Jagged Earth","1","6","120","120","90","2020","1,2,3,4,5","2,3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"Spirit Island: Promo Pack 1","232394","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","124563293","6.89634","8.88568","4.25","0","7072","thing","Spirit Island: Promo Pack 1","1","4","120","120","90","2017","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Spirit Island: Promo Pack 2","263778","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","124563278","6.57367","9.05684","4.3214","0","5043","thing","Spirit Island: Promo Pack 2","1","4","120","120","90","2020","1,2,3,4","2","12+","Unplayable in another language","","","","","","expansion","","","","",""
"Spots","372559","0","10","0","1","0","0","0","0","0","0","0","3","","","","","","117236762","6.70475","7.12903","1.2819","899","13588","thing","Spots","1","4","30","30","25","2022","2,3,4","2","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Stars of Akarios","273910","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95324785","6.21154","7.98793","2.9286","2181","3384","thing","Stars of Akarios","1","4","120","120","30","2022","1,2,3,4","1,2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
